hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-owid-auf-krawall-geburstet,auf Krawall gebürstet,de,,inclined to provoke conflict,Metaphorization,1995,youth subculture,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401167,OWID Neologismenwoerterbuch: auf Krawall gebürstet,curator-owid,2026-05-23
hyp-owid-aufgestellt,aufgestellt,de,,prepared to meet challenges,Broadening,1995,corporate strategy,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/296754,OWID Neologismenwoerterbuch: aufgestellt,curator-owid,2026-05-23
hyp-owid-aufschieberitis,Aufschieberitis,de,,habitual procrastination of unpleasant tasks,Neologism,2004,English loanword 'procrastination',2004,Linguistic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402006,OWID Neologismenwoerterbuch: Aufschieberitis,curator-owid,2026-05-23
hyp-owid-aufspritzen,aufspritzen,de,,to inject a substance under the skin to augment lips or fill wrinkles,Metaphorization,2004,cosmetic procedures,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401298,OWID Neologismenwoerterbuch: aufspritzen,curator-owid,2026-05-23
hyp-owid-aufstocker,Aufstocker,de,,a person whose benefits are supplemented by Hartz IV,Neologism,2004,Hartz IV policy,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316384,OWID Neologismenwoerterbuch: Aufstocker,curator-owid,2026-05-23
hyp-owid-auschillen,auschillen,de,,to relax after dancing at a techno party,Metaphorization,1995,Techno music scene,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298253,OWID Neologismenwoerterbuch: auschillen,curator-owid,2026-05-23
hyp-owid-auslandermaut,Ausländermaut,de,,a toll for non-German-registered vehicles on German highways,Neologism,2014,foreign vehicle toll,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408187,OWID Neologismenwoerterbuch: Ausländermaut,curator-owid,2026-05-23
hyp-owid-ausreisegewahrsam,Ausreisegewahrsam,de,,short-term detention ordered by a court prior to deportation of an asylum seeker,Neologism,2014,Migration policy,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408378,OWID Neologismenwoerterbuch: Ausreisegewahrsam,curator-owid,2026-05-23
hyp-owid-ausschiffungsplattform,Ausschiffungsplattform,de,,proposed EU facility for processing migrants rescued in the Mediterranean,Neologism,2014,EU migration policy,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408549,OWID Neologismenwoerterbuch: Ausschiffungsplattform,curator-owid,2026-05-23
hyp-owid-aut-idem,Aut-idem,de,,pharmacist's choice of cheaper medication based on a doctor's prescription,Neologism,2004,healthcare cost regulation,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317280,OWID Neologismenwoerterbuch: Aut-idem,curator-owid,2026-05-23
hyp-owid-aut-idem-regelung,Aut-idem-Regelung,de,,regulation allowing pharmacists to select cheaper medications,Neologism,2004,healthcare cost regulation,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317281,OWID Neologismenwoerterbuch: Aut-idem-Regelung,curator-owid,2026-05-23
hyp-owid-autobahngold,Autobahngold,de,,fraudulent gold-plated fake jewelry sold on highways,Neologism,2004,consumer fraud,2004,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401914,OWID Neologismenwoerterbuch: Autobahngold,curator-owid,2026-05-23
hyp-owid-autonomes-fahren,autonomes Fahren,de,,vehicle operation without human control,Broadening,2014,autonomous vehicle technology,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407485,OWID Neologismenwoerterbuch: autonomes Fahren,curator-owid,2026-05-23
hyp-owid-autonomes-waffensystem,autonomes Waffensystem,de,,weapon system that operates without human intervention,Broadening,2014,military AI development,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407486,OWID Neologismenwoerterbuch: autonomes Waffensystem,curator-owid,2026-05-23
hyp-owid-autoteilen,Autoteilen,de,,commercial car-sharing arrangement,Neologism,1995,sharing economy,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298254,OWID Neologismenwoerterbuch: Autoteilen,curator-owid,2026-05-23
hyp-owid-avatar,Avatar,de,,virtual representation of an internet user in games or chats,Metaphorization,1995,early internet and gaming,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315679,OWID Neologismenwoerterbuch: Avatar,curator-owid,2026-05-23
hyp-owid-azubine,Azubine,de,,female vocational trainee,Narrowing,1995,gender-specific workplace terminology,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404288,OWID Neologismenwoerterbuch: Azubine,curator-owid,2026-05-23
hyp-owid-b-promi,B-Promi,de,,celebrity known for scandalous behavior or reality TV exposure,Neologism,2004,media culture,2004,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317881,OWID Neologismenwoerterbuch: B-Promi,curator-owid,2026-05-23
hyp-owid-babykorb,Babykorb,de,,anonymous crib for unwanted newborns in medical/social facilities,Neologism,2004,social welfare policies,2004,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316385,OWID Neologismenwoerterbuch: Babykorb,curator-owid,2026-05-23
hyp-owid-bachelor,Bachelor,de,,holder of a bachelor's degree,Broadening,2004,higher education expansion,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404012,OWID Neologismenwoerterbuch: Bachelor,curator-owid,2026-05-23
hyp-owid-backstation,Backstation,de,,automated bread-baking machine in retail,Neologism,1995,retail automation,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318151,OWID Neologismenwoerterbuch: Backstation,curator-owid,2026-05-23
hyp-owid-backstop,Backstop,de,,last-resort crisis contingency plan,Metaphorization,2014,financial crisis management,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408241,OWID Neologismenwoerterbuch: Backstop,curator-owid,2026-05-23
hyp-owid-bad-bank,Bad Bank,de,,bank unit holding toxic assets,Neologism,2004,2008 financial crisis,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317333,OWID Neologismenwoerterbuch: Bad Bank,curator-owid,2026-05-23
hyp-owid-bag-in-box,Bag-in-Box,de,,carton packaging with a foil bag containing a drink,Neologism,2004,innovative beverage packaging,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318039,OWID Neologismenwoerterbuch: Bag-in-Box,curator-owid,2026-05-23
hyp-owid-bagel,Bagel,de,,ring-shaped bread made from unsweetened yeast dough,Neologism,1995,imported food trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/308680,OWID Neologismenwoerterbuch: Bagel,curator-owid,2026-05-23
hyp-owid-baggy,Baggy,de,,loose-fitting pants worn below the hips by young men,Neologism,1995,1990s youth fashion,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318197,OWID Neologismenwoerterbuch: Baggy,curator-owid,2026-05-23
hyp-owid-baggy-pants,Baggy Pants,de,,loose-fitting pants worn below the hips by young men,Neologism,1995,1990s youth fashion,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318199,OWID Neologismenwoerterbuch: Baggy Pants,curator-owid,2026-05-23
hyp-owid-baggyhose,Baggyhose,de,,loose-fitting pants worn below the hips by young men,Neologism,1995,German adaptation of English fashion terms,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318198,OWID Neologismenwoerterbuch: Baggyhose,curator-owid,2026-05-23
hyp-owid-bankenabwicklungsfonds,Bankenabwicklungsfonds,de,,Eurozone bank failure recovery fund,Neologism,2014,Eurozone banking crisis,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408069,OWID Neologismenwoerterbuch: Bankenabwicklungsfonds,curator-owid,2026-05-23
hyp-owid-banking,Banking,de,,Digital banking via computer/telephone,Narrowing,1995,digital banking revolution,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/19151,OWID Neologismenwoerterbuch: Banking,curator-owid,2026-05-23
hyp-owid-bannerwerbung,Bannerwerbung,de,,Online advertising using banner graphics,Neologism,1995,internet advertising rise,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298256,OWID Neologismenwoerterbuch: Bannerwerbung,curator-owid,2026-05-23
hyp-owid-barcode,Barcode,de,,machine-readable code for product data,Neologism,1995,retail automation,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315680,OWID Neologismenwoerterbuch: Barcode,curator-owid,2026-05-23
hyp-owid-barfu-park,Barfußpark,de,,park with barefoot path,Neologism,2004,wellness tourism,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407283,OWID Neologismenwoerterbuch: Barfußpark,curator-owid,2026-05-23
hyp-owid-barfu-pfad,Barfußpfad,de,,path for barefoot sensory walking,Neologism,1995,health and wellness,1995,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407282,OWID Neologismenwoerterbuch: Barfußpfad,curator-owid,2026-05-23
hyp-owid-barfu-schuh,Barfußschuh,de,,shoes mimicking barefoot walking,Neologism,2004,fitness footwear trend,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404201,OWID Neologismenwoerterbuch: Barfußschuh,curator-owid,2026-05-23
hyp-owid-barista,Barista,de,,professional coffee shop barista,Neologism,2004,specialty coffee culture,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403662,OWID Neologismenwoerterbuch: Barista,curator-owid,2026-05-23
hyp-owid-baseballcap,Baseballcap,de,,"a casual cap with a large brim, often with a print",Neologism,1995,fashion,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298258,OWID Neologismenwoerterbuch: Baseballcap,curator-owid,2026-05-23
hyp-owid-basecap,Basecap,de,,"a casual cap with a large brim, often with a print",Neologism,1995,fashion,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298259,OWID Neologismenwoerterbuch: Basecap,curator-owid,2026-05-23
hyp-owid-basejumping,Basejumping,de,,"skydiving from cliffs, buildings, or bridges",Neologism,1995,extreme sports,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315681,OWID Neologismenwoerterbuch: Basejumping,curator-owid,2026-05-23
hyp-owid-basic,Basic,de,,"a versatile, timeless clothing item",Neologism,1995,fashion,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318213,OWID Neologismenwoerterbuch: Basic,curator-owid,2026-05-23
hyp-owid-basics,Basics,de,,fundamental principles of a subject,Neologism,1995,education,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318214,OWID Neologismenwoerterbuch: Basics,curator-owid,2026-05-23
hyp-owid-basiselterngeld,Basiselterngeld,de,,government-provided parental leave allowance,Neologism,2014,parental leave policy reforms,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408572,OWID Neologismenwoerterbuch: Basiselterngeld,curator-owid,2026-05-23
hyp-owid-basiskonto,Basiskonto,de,,basic bank account for low-income users,Neologism,2014,financial inclusion policies,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408055,OWID Neologismenwoerterbuch: Basiskonto,curator-owid,2026-05-23
hyp-owid-basisrente,Basisrente,de,,tax-privileged basic pension for self-employed,Neologism,2004,private pension reforms,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317882,OWID Neologismenwoerterbuch: Basisrente,curator-owid,2026-05-23
hyp-owid-basistelefon,Basistelefon,de,,modern stainless-steel public telephone,Neologism,2004,public telephone design innovations,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316386,OWID Neologismenwoerterbuch: Basistelefon,curator-owid,2026-05-23
hyp-owid-bastapolitik,Bastapolitik,de,,opaque political decision-making style,Neologism,2004,political style of Gerhard Schröder,2004,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404200,OWID Neologismenwoerterbuch: Bastapolitik,curator-owid,2026-05-23
hyp-owid-batteriefeuerwerk,Batteriefeuerwerk,de,,firework system with sequential tube-based effects,Neologism,2004,fireworks technology,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401060,OWID Neologismenwoerterbuch: Batteriefeuerwerk,curator-owid,2026-05-23
hyp-owid-bauchgefuhl,Bauchgefühl,de,,decision-making intuition,Narrowing,1995,management literature,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/308797,OWID Neologismenwoerterbuch: Bauchgefühl,curator-owid,2026-05-23
hyp-owid-baumbestattung,Baumbestattung,de,,tree-based ecological burial method,Neologism,2004,green funerary practices,2004,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317787,OWID Neologismenwoerterbuch: Baumbestattung,curator-owid,2026-05-23
hyp-owid-baumwipfelpfad,Baumwipfelpfad,de,,a canopy walkway for educational and recreational purposes,Neologism,2004,environmental tourism,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317438,OWID Neologismenwoerterbuch: Baumwipfelpfad,curator-owid,2026-05-23
hyp-owid-beachvolleyball,Beachvolleyball,de,,sand-based variant of volleyball played by teams of two,Broadening,1995,sports development,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/170966,OWID Neologismenwoerterbuch: Beachvolleyball,curator-owid,2026-05-23
hyp-owid-beamer,Beamer,de,,a projector for displaying digital content,Neologism,1995,digital technology,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/171349,OWID Neologismenwoerterbuch: Beamer,curator-owid,2026-05-23
hyp-owid-beanie,Beanie,de,,voluminous sack-shaped hat as a fashion item,Neologism,2004,fashion trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401135,OWID Neologismenwoerterbuch: Beanie,curator-owid,2026-05-23
hyp-owid-bengalo,Bengalo,de,,banned flaming torch used at sports events,Neologism,2004,football match flares,2004,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318249,OWID Neologismenwoerterbuch: Bengalo,curator-owid,2026-05-23
hyp-owid-bespa-en,bespaßen,de,,to entertain someone to pass time,Neologism,2004,leisure activity terminology,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402603,OWID Neologismenwoerterbuch: bespaßen,curator-owid,2026-05-23
hyp-owid-besserwessi,Besserwessi,de,,arrogant person from former West Germany,Neologism,1995,post-reunification Germany,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/171632,OWID Neologismenwoerterbuch: Besserwessi,curator-owid,2026-05-23
hyp-owid-best-ager,Best Ager,de,,marketable middle-aged consumer demographic,Neologism,2004,targeted marketing for middle-aged consumers,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316540,OWID Neologismenwoerterbuch: Best Ager,curator-owid,2026-05-23
hyp-owid-bestellbutton,Bestellbutton,de,,button on online shopping sites that initiates a purchase,Neologism,2014,online shopping,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402334,OWID Neologismenwoerterbuch: Bestellbutton,curator-owid,2026-05-23
hyp-owid-betongold,Betongold,de,,real estate viewed as a valuable investment,Metaphorization,1995,real estate boom,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402451,OWID Neologismenwoerterbuch: Betongold,curator-owid,2026-05-23
hyp-owid-betrugssoftware,Betrugssoftware,de,,software designed to deceive for financial gain,Neologism,2014,cybercrime,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408323,OWID Neologismenwoerterbuch: Betrugssoftware,curator-owid,2026-05-23
hyp-owid-bettensteuer,Bettensteuer,de,,a tax on hotel stays imposed by some municipalities,Neologism,2014,tourism policy,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408219,OWID Neologismenwoerterbuch: Bettensteuer,curator-owid,2026-05-23
hyp-owid-beutekunst,Beutekunst,de,,artworks looted during wartime (especially WWII),Neologism,1995,post-WWII restitution debates,1995,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/22157,OWID Neologismenwoerterbuch: Beutekunst,curator-owid,2026-05-23
hyp-owid-bewegungspark,Bewegungspark,de,,a park equipped with sports facilities for all ages,Neologism,2004,urban recreational planning,2004,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404284,OWID Neologismenwoerterbuch: Bewegungspark,curator-owid,2026-05-23
hyp-owid-bezahl-tv,Bezahl-TV,de,,subscription-based private television service,Neologism,1995,pay-TV technology adoption,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298260,OWID Neologismenwoerterbuch: Bezahl-TV,curator-owid,2026-05-23
hyp-owid-bezahlfernsehen,Bezahlfernsehen,de,,pay-per-view television service requiring subscription,Neologism,1995,pay-TV industry development,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/172577,OWID Neologismenwoerterbuch: Bezahlfernsehen,curator-owid,2026-05-23
hyp-owid-bezahlschranke,Bezahlschranke,de,,digital barrier restricting content access until payment,Metaphorization,2014,digital economy monetization,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407453,OWID Neologismenwoerterbuch: Bezahlschranke,curator-owid,2026-05-23
hyp-owid-bezahlstudium,Bezahlstudium,de,,tuition-based study at public universities,Neologism,2004,tuition fees in public higher education,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316387,OWID Neologismenwoerterbuch: Bezahlstudium,curator-owid,2026-05-23
hyp-owid-bfd,BFD,de,,voluntary service for social engagement,Neologism,2014,Bundesfreiwilligendienst program,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402306,OWID Neologismenwoerterbuch: BFD,curator-owid,2026-05-23
hyp-owid-bic,BIC,de,,international bank identifier code,Neologism,2004,global financial standardization,2004,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401973,OWID Neologismenwoerterbuch: BIC,curator-owid,2026-05-23
hyp-owid-bierbike,Bierbike,de,,a beer-serving vehicle with pedals and music,Neologism,2004,festivals and social events,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401439,OWID Neologismenwoerterbuch: Bierbike,curator-owid,2026-05-23
hyp-owid-bikejoring,Bikejöring,de,,dog sport where the dog controls the bike's speed,Neologism,2005,canine sports evolution,2005,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408488,OWID Neologismenwoerterbuch: Bikejöring,curator-owid,2026-05-23
hyp-owid-bikinizone,Bikinizone,de,,body area shaved for bikini visibility,Neologism,1995,body modification trends,1995,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318238,OWID Neologismenwoerterbuch: Bikinizone,curator-owid,2026-05-23
hyp-owid-bildschirmschoner,Bildschirmschoner,de,,computer-generated screen display saver,Neologism,1995,personal computer era,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/23891,OWID Neologismenwoerterbuch: Bildschirmschoner,curator-owid,2026-05-23
hyp-owid-bildungs-und-teilhabepaket,Bildungs- und Teilhabepaket,de,,government aid package for youth participation,Neologism,2014,social welfare policies,2004,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408084,OWID Neologismenwoerterbuch: Bildungs- und Teilhabepaket,curator-owid,2026-05-23
hyp-owid-bildungsgutschein,Bildungsgutschein,de,,state-funded voucher for educational access,Neologism,2004,educational policy reform,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317848,OWID Neologismenwoerterbuch: Bildungsgutschein,curator-owid,2026-05-23
hyp-owid-bildungskanal,Bildungskanal,de,,educational TV channel,Neologism,1995,public broadcasting,1995,Media,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/24139,OWID Neologismenwoerterbuch: Bildungskanal,curator-owid,2026-05-23
hyp-owid-bildungslotse,Bildungslotse,de,,mentor for disadvantaged youth,Neologism,2004,social inclusion programs,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318250,OWID Neologismenwoerterbuch: Bildungslotse,curator-owid,2026-05-23
hyp-owid-bildungsnah,bildungsnah,de,,having a good education and helping future generations,Broadening,2004,education policy,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317849,OWID Neologismenwoerterbuch: bildungsnah,curator-owid,2026-05-23
hyp-owid-bildungsteilzeit,Bildungsteilzeit,de,,part-time work period for professional development,Neologism,2014,workplace policy,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408085,OWID Neologismenwoerterbuch: Bildungsteilzeit,curator-owid,2026-05-23
hyp-owid-billigjob,Billigjob,de,,"low-wage, uninsured service sector job",Neologism,1995,labor market changes,1995,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/175438,OWID Neologismenwoerterbuch: Billigjob,curator-owid,2026-05-23
hyp-owid-bingewatching,Bingewatching,de,,watching multiple episodes consecutively,Metaphorization,2014,streaming services,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407521,OWID Neologismenwoerterbuch: Bingewatching,curator-owid,2026-05-23
hyp-owid-bingo,bingo,de,,exclamation for unexpected success,Metonymization,1995,popular culture,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/273658,OWID Neologismenwoerterbuch: bingo,curator-owid,2026-05-23
hyp-owid-biodeutscher,Biodeutscher,de,,A German person with familial and cultural roots in Germany,Neologism,2014,Cultural Identity,2014,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/403613,OWID Neologismenwoerterbuch: Biodeutscher,curator-owid,2026-05-23
hyp-owid-biodrucker,Biodrucker,de,,3D printer that creates tissue from cells,Neologism,2014,Biotechnology,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408496,OWID Neologismenwoerterbuch: Biodrucker,curator-owid,2026-05-23
hyp-owid-biometrischer-pass,biometrischer Pass,de,,Passport with biometric data storage,Narrowing,2004,Digital Identity,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401262,OWID Neologismenwoerterbuch: biometrischer Pass,curator-owid,2026-05-23
hyp-owid-bioprinter,Bioprinter,de,,3D printer that creates tissue from cells,Neologism,2014,Biotechnology,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408497,OWID Neologismenwoerterbuch: Bioprinter,curator-owid,2026-05-23
hyp-owid-biosauna,Biosauna,de,,Sauna with health-focused environmental features,Metaphorization,1995,Wellness Culture,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315685,OWID Neologismenwoerterbuch: Biosauna,curator-owid,2026-05-23
hyp-owid-birthlerbehorde,Birthlerbehörde,de,,federal agency handling DDR Stasi archives,Neologism,2004,DDR Stasi archives,2004,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401288,OWID Neologismenwoerterbuch: Birthlerbehörde,curator-owid,2026-05-23
hyp-owid-black-friday,Black Friday,de,,shopping event on the fourth Friday in November with heavy discounts,Neologism,2014,global consumer culture,2014,Economic,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407526,OWID Neologismenwoerterbuch: Black Friday,curator-owid,2026-05-23
hyp-owid-blade,Blade,de,,inline skate with narrow wheels arranged in a row,Metaphorization,1995,inline skating boom,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/176149,OWID Neologismenwoerterbuch: Blade,curator-owid,2026-05-23
hyp-owid-bladen,bladen,de,,to rollerblade or inline skate,Neologism,1995,inline skating boom,1995,Sport,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/298261,OWID Neologismenwoerterbuch: bladen,curator-owid,2026-05-23
hyp-owid-blankziehen,blankziehen,de,,to expose body parts nakedly as a taboo violation,Neologism,2004,media-driven body positivity discourse,2004,Social,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402604,OWID Neologismenwoerterbuch: blankziehen,curator-owid,2026-05-23
hyp-owid-bleaching,Bleaching,de,,dental procedure to whiten teeth using bleaching agents,Narrowing,2004,cosmetic dentistry rise,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401509,OWID Neologismenwoerterbuch: Bleaching,curator-owid,2026-05-23
hyp-owid-bleibechance,Bleibechance,de,,Refugee's probability of asylum approval,Neologism,2014,Migration policy,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408550,OWID Neologismenwoerterbuch: Bleibechance,curator-owid,2026-05-23
hyp-owid-blingbling,Blingbling,de,,"Flashy, glittering luxury jewelry",Neologism,2004,Pop culture trends,2004,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/401136,OWID Neologismenwoerterbuch: Blingbling,curator-owid,2026-05-23
hyp-owid-blinkschuh,Blinkschuh,de,,LED-equipped children's shoes,Neologism,2014,Smart wearable technology,2014,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408428,OWID Neologismenwoerterbuch: Blinkschuh,curator-owid,2026-05-23
hyp-owid-blitzeis,Blitzeis,de,,Ice formed rapidly on wet pavement,Neologism,1995,Weather phenomena,1995,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/176643,OWID Neologismenwoerterbuch: Blitzeis,curator-owid,2026-05-23
hyp-owid-blitzmarathon,Blitzmarathon,de,,24-hour nationwide speed enforcement operation by police,Neologism,2014,traffic safety initiatives,2014,Legal,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/404007,OWID Neologismenwoerterbuch: Blitzmarathon,curator-owid,2026-05-23
hyp-owid-blockupy,Blockupy,de,,protest movement against EU fiscal policies,Neologism,2014,2012 European debt crisis protests,2014,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/402335,OWID Neologismenwoerterbuch: Blockupy,curator-owid,2026-05-23
hyp-owid-blogger,Blogger,de,,author of a blog,Neologism,2004,blogging platforms,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/316390,OWID Neologismenwoerterbuch: Blogger,curator-owid,2026-05-23
hyp-owid-blu-ray-disc,Blu-Ray-Disc,de,,high-definition optical disc format,Neologism,2004,high-definition media technology,2004,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/317278,OWID Neologismenwoerterbuch: Blu-Ray-Disc,curator-owid,2026-05-23
hyp-owid-bluetooth,Bluetooth,de,,wireless communication standard,Neologism,1995,wireless communication technology,1995,Technology,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/315686,OWID Neologismenwoerterbuch: Bluetooth,curator-owid,2026-05-23
hyp-owid-bluhwiese,Blühwiese,de,,flower meadow for pollinators,Neologism,2014,biodiversity conservation,2014,Environmental,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/408597,OWID Neologismenwoerterbuch: Blühwiese,curator-owid,2026-05-23
hyp-owid-blutdiamant,Blutdiamant,de,,diamond funding armed conflicts,Neologism,2004,conflict diamond trade,2004,Political,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/318247,OWID Neologismenwoerterbuch: Blutdiamant,curator-owid,2026-05-23
hyp-owid-blutige-entlassung,blutige Entlassung,de,,hospital discharge before full recovery for economic reasons,Metaphorization,2004,healthcare economics,2004,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/407279,OWID Neologismenwoerterbuch: blutige Entlassung,curator-owid,2026-05-23
hyp-owid-body-mass-index,Body-Mass-Index,de,,body mass measurement metric,Neologism,1995,health science,1995,Health,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/307979,OWID Neologismenwoerterbuch: Body-Mass-Index,curator-owid,2026-05-23
hyp-owid-bodybag,Bodybag,de,,cross-body chest-strap backpack,Neologism,1995,fashion trends,1995,Cultural,,ScholarlyAttestation,0.7,https://www.owid.de/artikel/406838,OWID Neologismenwoerterbuch: Bodybag,curator-owid,2026-05-23
